multimodal_emotion	text_script
0	아우! 답답해.
3	언제까지 불경기일지...
0	아니 글쎄, 다르다니깨.
7	그러니까 좋은 사람이지.        나한테 이보다 더 좋은 사람이 있을 수가 있나?
1	왜?
5	간헐적 단식이요?
3	진짜. 내가 대신 한 대 때리고 싶다.         이거 우리 엄마가 알면 기절초풍하겠는데요?
3	그동안 봐 줬더니 이게 막 기어오르네?
1	네 그럼 자료는 정리해서 이따가 퇴근 전에 가져가 드리겠습니다.
7	좋았어.        안녕! 만나서 반가웠어!        다음에, 우리 엄마 만나면, 안부 꼭 전해줘.
7	뭘까?
7	고마워.
2	이 어깨를 수술을 해서 들어내야하고요.. 운이 안좋으면 세포가 전이되어서 … 최악의 경우엔
7	재밌죠. 감정 묘사가 잘 돼있어서 진짜 금방 읽혀요.
0	언니! 또 먹은 거 안 치웠지!
2	근데 제가 좀 기왕이면 정기적인 데를 구하고 싶어서요.
6	아 두 달에 한 번 줘야 돼.
1	아 들어오는 길에 봤는데 줄을 섰더라?
2	아.. 요즘 안그래도… 장이 좀 안 좋긴 했는데..
3	진국?
3	내가 봤을 땐 그런데. 그래서 조심하라고도 했는데,        귓등으로도 안 듣더라. 아주 세기의 사랑을 하고 계셔요.
1	덕자 봐라. 걔는 한국에 있는 날이 더 적어.
2	"그것 때문에 새로 컴퓨터를 사는 건 좀 어려울 것 같고, 	집에 있는 컴퓨터에 카메라를 다는 건 어때?"
3	에이, 치사 빤스같으니.
1	끝까지 살아야 한다!
6	애들은 소풍 간다고 다 엄청 좋은 옷 입을텐데.        저는 그런 옷이 없단 말이에요.        평소에 입던 옷 입고 가면 애들이 무시할텐데.
2	아휴… 뭘 이거 못 먹었나.. 왜 이렇게 배가 부글부글 거리지..
2	아침에 환기시키려고 열어놨지.
0	그래. 돈 없다 쳐. 내가 뭐 비싼거 사달랬어? 바디로션 사달라는게 그게.. 무리한 부탁이냐? 너 어제 보니까 친구들이랑 술은 또 엄청 마셨더만.
1	�� �ű� ����.. �� �� �� �ƴ���?
2	그게 그렇게 좋냐?
1	네… 그래서… 쓰러져 있는 사람을 보고는 바로 신고를 하신거고요.
5	뭐 어때.
3	그래… 내가 무슨 수로 엄마를 이기냐…
7	그게 다 능력이지. 걔는 참 판을 잘 읽어.
0	곰팡이가 눈에 보이지 않아도 포자가 날아다녀요. 그게 호흡기에 얼마나 안 좋은데요.
5	형 피임 안 했어?
1	아 저는 커피 안 마셔서 탕비실 이용 별로 안 할 것 같아서요.
0	무슨 개수작이야?
0	그냥 주는 대로 먹어.
7	그래. 평일이라 사람도 없으니까 맘껏 달려. 누나가 서포트해줄게.
5	어…2시?
2	응. 근데 나는 거의 못 봤어. 너무 무서워서.
2	"그렇잖아. 그 나이에 노후대책을 세워야지,	 애기를 데려오냐."
3	필요한 걸 사라 필요한 걸.
4	그래도 3만원만 빼주세요.  학생이라서 그래요.
6	엄마 우리도 캠핑 가면 안 돼?
1	여자 화장실이 그런가요?
0	아니, 난방비가 너무 부풀려졌다는 거야. 우리가 개별 난방이 아니고 중앙난방식 시스템인데… 이게 과연 제대로 정산이 된 게 맞냐는 거지!
2	응! 갑자기 애가 얼굴이 빨개지더니... 가만히 앉아있다가...오줌을 싼거야…! 그래서 지욱이가 막 울고 애들이 놀리고 그랬어.
4	나는 시험 하루 전 날에 공부 시작해도 백 점 맞아.
4	미안… 사수라 뭐 어쩔수가 없어.
3	응. 20대 초반으로 보였는데.. 그 녀석도 끽해야 30대 초반이었구만.
3	에이, 무슨 사과 자르는 소리가 그렇게 나나.
3	넌 왜 이렇게 입 맛이 신토불이야?
2	그래도 하루 고생하면 지구 반대편을 구경할 수 있잖아요. 할아버지는 에펠탑 궁금하지 않으셔요?
5	 어머!
2	그랬겠다 진짜.. 너무 무서울 것 같아.
7	어. 아줌마도 어머님 뵙고 싶다. 언제쯤 오시니?
2	아 그러게요… 죄송합니다. 제가 이런 자리 처음이라 좀 떨려서…
3	아이, 그거 좀 입은 것 가지고 쩨쩨하게 그러냐?
1	아이.. 참… 근데 뭐 어차피 갈아탄 사람인데, 앞으로는 다신 얼굴 볼 일 없겠네요.
3	그런게 어딨어요. 방금 그냥 선물로 주신다고 했잖아요. 성적올라서 사주는 거라고.
3	아... 저번에 지웅이 보니까 엄청 못 하던데...
0	제가 지금 너무 하는거라구요?
4	네. 어른들이 공부 열심히 하라고 할 때 공부 할 걸 그랬나봐요.
1	나 쫌 괜찮은 분 찾았는데, 핸드폰으로 보낼까?
5	아 정말?  어머니랑 같은 기수 되겠네.
7	형님정도면 아이돌이지.
7	 너랑은 이런 것만 죽이 잘 맞아서 너무 좋아.
0	 아 왜 때려.
4	 아이고, 다리에 힘이 풀려서 도저히 일어서지를 못하겠어.
6	그게~ 기차표를 못 끊었어요.
1	무슨 로또를 사. 괜히 돈 낭비하지 말고, 그럴 돈 있으면 나 떡볶이나 사 줘.
7	어딨게?
0	니가 친구를 다치게 해놓고.. 그렇게 말하니까… 아빠가 진짜 속상하고 화가 난다…
5	에!?
1	조금만 참아. 고 3이잖아. 니가 좀 참아. 원래 고 3들은 다 까탈스러워.
6	그거 좀 혼났다고 이러면 어떡하냐?
2	아니. 그런 거 아니고요.
6	 복잡하다 복잡해.
7	그러니? 느이 엄마가 이번에 하나 사줬다. 예쁘지?
7	 아이고 할아버지 또 이러시네. 할아버지 아드님이 회사 가 있을 동안 제가 할아버지 돌봐드리려고 매주 오고 있잖아요.
7	학원 헬스장에서 하루에 한 시간씩 운동하고 있어요.
5	어! 저기 뚱땡이 지나간다. 니 남친아냐?
2	그치? 그리고, 우리가 그 리뷰에 가이드가 정말 친절하고 책임감 있었다고 적었잖아?
3	맞잖아. 뭘 아니야. 지난번에 우리집 와서 식혜 가져간 걔 구나?
3	너는 엄마한테 용돈 받잖아. 용돈받아서 다 어디다 쓰냐?
4	나도. 난 커서 결혼 같은 건 안 할래.
4	알겠어요.
0	차? 너 작년에도 새 차 샀잖아. 일 년만에 무슨 차를 또 새로 사?
1	그래. 그게 맞는 거 같다.
5	 됐다. 환불해줘.
5	저는 진짜 어쩌다가 가끔 피는 건데요?
3	고작 한…마리요?
6	언제 언제 가세요?
7	멋있다. 그럼 너도 고등학교 가면, 알바할거야?
0	희찬이가 물건을 훔쳤다고요?
1	뭔데요?
7	그냥 하는 말이 아니라 정말로, 여기 커피가 맛있어요.
6	아이, 그건 모르지. 술자리가 언제까지 갈지는. 내가 어떻게 알아.        그리고 회식도 회사 생활의 일부라고 내가 말 했잖아.        자기, 설마 또 삐진거야?
6	맞벌이를 하고 있으니 은혜를 돌봐 줄 사람이 없어요. 은혜 엄마네 직장도 워낙에 일이 많고. 저희 부모님은 편찮으시고. 은혜 엄마네 친정 부모는 해외에 계시고.
1	저도 선생님처럼 더 많이 배우고 싶어요
4	2천원 올려주시는 거면… 파격인상이긴 한데…
4	괜찮아 세리야. 선생님이 뭐라고 안 할게.       솔직하게 말해도 괜찮아.
4	확실히 처리하겠습니다. 정말 죄송합니다.
2	없는데요?
0	나는 이십대잖아. 금붕어야? 니가 찍어 올렸잖아.
5	손주를 처음 딱 보는데, 그 기분은 말로 설명을 못 해요.
1	청슬학원. 너는?
7	저도 고민 좀 해볼게요.
2	헐. 그게 할아버진가봐!
3	그림만 봐서… 내용이 이해가 돼?
4	늦었지.. 사실 이십대 때부터 운동을 했으면 정말 좋았을 텐데…
6	"평소에 안 먹든거? 	 나야 모르지. 니가 암거나 시켜봐."
7	이상한 말이 아니야~ 암튼 할머니랑 와서 좋다
0	엄마 올 때, 가게 다 닫지! 배고파 죽겠는데! 몰라 라면 먹을 거야!
1	그러게! 진짜 비오네! 너 우산 있어?
4	"네. 아빠가 누가 이기나 보자고 했어요.	  아! 말하지 말랬는데."
7	어.
7	그러네.
1	네. 먹고 갈게요.
1	우리? 다다음 주 월요일.
5	어릴 때 오는 여자애들도 있대.
6	어. 아 진짜 재수없어. 2시간만에 저녁도 안 먹고 헤어졌잖아.
4	그 양반 성품이 아주 모난 데 없이 둥글고 착했지.
6	많이 주긴! 엄청 짜!
5	네.
3	쪼끄만 게 무슨 소리야.
2	어머? 무슨 그런 무서운 소리를 하고 그래? 신고라니?
2	하고 싶은데. 요즘 핫한 성형 어플 깔아볼까?
0	구청에 찾아가서, 신고할겁니다.
2	그치? 처서 지났으니까. 어제가 정월 초 같은데, 벌써 추석이다?
0	아니… 아 선생님 진짜 눈치 없으시네.
4	아쉽다….
1	나 이제 수영장 그만 둘거야.
3	아니 근데 보니까 미성년자신 것 같은데. 이런 식으로 하시면 안 되죠. 모르는 사람한테 이렇게 막 담배 사달라고 하고.
7	그래. 그리고 1분 만에 입만 헹구지 말고,3분 동안 정성스럽게 닦아야 해. 알았지?
3	………..고마워.
3	잔말 말고 따라와.
5	내 아들 친구여?
3	 당연하지 아빠. 이건 비싼거야. 오빠가 사온 거 그거랑 달라. 어디셔 사온지도 모르는 그런건 마시지도 말고 버려 아빠.
0	어유어유, 시끄러워. 가!
1	밖에 비 온다.
0	야! 얼른 니방으로 안갈래?
7	다행이다.
6	"모르는 소리 말고, 모름지기 군대는, 가서 추위도 겪어보고, 제대로 고생을 해봐야	 철도 들고 배우는 것도 있는 거야."
0	그래, 아픈 건 질색이야.
0	 아 뭐야아!!  고3인데 지금 새로운 학교 가면 뭐 어떡하라고!!! 학원은 어떻게 가고!!!
1	누나 석호 알지? 내 친구.
7	우리 조카~~~ 멋진 조카~~~
4	세상에 정의가 없어 정의가.
7	아니, 내 친구가 너 완전 팬이래.
2	이제 일을 슬슬 그만 해야하나 싶기도 하고.
4	" 됐어.	 그 말이 더 비참하다. 조카한테 여자 소개받는 삼촌이라니."
5	너는. 요즘 좀 어때.
6	내가 키우던 선인장에 물 줬어?
4	아니에요. 아버지가 고생하셨죠. 긴 시간 차에 있는 것도 일인데.
4	허어… 참.
2	"할머니 나이도 많고 몸도 힘들잖아. 	은퇴할 나이 아니야?"
3	아 중국갔나? 하여간 김대리는 어차피 라인을 탔으니까. 그것도 팀장님 대신해서 간거잖아
6	아까도 쉬셨잖아요
1	나 근데 칼 있어.
3	미세먼지 무서워서 방에 있는 먼지 다 먹게 생겼네 아이고
1	뭐. 나쁘지 않아. 나는 친구가 여기 MD여서. 계속 쓰게 되네.
6	진짜라니까.
5	넌 나이가 몇인데 아직까지 반찬 투정이냐?
0	내가 못 들어서 다시 물어봤어?!
0	그럼 돈으로 해결을 볼게요.
6	아니, 어제까지 멀쩡하던게 갑자기 이런다니까?
1	어제 경아가 나 찾아왔다.
4	이런 저런 먹고 사는 일이 워낙 바빠서요, 죄송해요.
7	"응! 그 형! 그 형이 여자친구랑 	하루에 한 번? 아니면 두 번씩! 한 시간 정도, 영상통화를 한대."
5	누군데?
1	왜 또 애늙은이처럼 그래?
5	무슨 기회?
6	"허... 	 오빠는 그렇게 일만 해서, 결혼 언제해?"
5	기훈이가 회사를 다녀?
5	아 정말요? 저도 반갑네요.  물건 보실래요?
1	정말?
0	그럼 이거 마셔봐. 감기 하나도 안 걸린단다.
5	어? 아니. 뭐 생겼어?
1	그럼 그냥 엄마가 해줘.
4	 아이고, 저런…
0	내가 지금 소리를 안 지르게 생겼어!
7	아니, 걔가 너 나오는 드라마도 다 찾아보고,        저번에 너 뮤지컬 나왔을 때도, 회차마다 가서, 본 애거든.
1	응. 번호 이동은 통신사를 바꾸는 대신 좀더 저렴하게 기계값을 내는거지. 보통은 그래.
1	형이라고 불러! 사회 나왔는데.
0	 아니야 진짜 아니야. 나쁜짓은 진짜로 안했어.
1	그러게.. 우리가 그냥 못 마주친걸 수도 있는데.. 괜히 고생하시는데 컴플레인 걸어버릴 수도 없고..
0	으그. 줄이긴 뭘 줄여. 내가 닭 집 지나갈 때마다 병나발 불던데.
6	그래야지.
7	이야 축하한다 혜진아. 날짜가 언제야?
3	아… 사람들 너무 많아서 가봤자 구경도 못하는거 아니야?
1	내가 윗집 가서 물어보고 올게. 거기도 새는지.
7	 향 좋죠?
1	그래서 막 뭐라고 했어?
2	비싼거…? 음.. 뭐 지난 번에 마신 자몽 셔벗? 주문해 줄까?
4	젊음은 영원하지 않은데… 젊을 때는, 젊은 걸 모른다는게.. 참 이상해.
2	저...저기... 안방에....
5	근데 너 표정이 왜 그래? 성적이 잘 안 나왔어?
3	몰라도 된다니까!
4	일기는 왜 써야 하는걸까.
1	근데 우산 엄청 비싸.
5	그래?
0	 뭐? 이 양반? 이 사람이 이거 정말 안하무인이네.
2	네, 근데 이제 오픈해야 하니까... 쉬엄쉬엄할 시간이 없는데..
1	그래.. 이번 달 시험 결과를 보니까.. 그래도 성적은 나쁘지 않게 나왔더라.
4	아… 어떻게 해야 빨리 벌 수 있지? 주식을 해야 되나?
4	아니, 그래도… 집안에 돈이 없었던 게 한이지 뭐.
1	우리나라 사람들이 커피를 또 엄청 좋아하잖아. 다들 많이 마시다 보니까 흔해진거지.
1	계약서도 썼는데 왜 그대로 안 해주는데!
6	그래. 근데 이게 하루종일 굶는다는게 쉽지만은 않아. 처음에는 진짜 죽을 것 같더라니까.
1	엄마 옛날 친구니까 엄마 옛날 얘기 궁금하니까 들려달라고 하고 싶어.
0	나 오늘 진짜 힘들단 말이야.
5	 응. 좋지?
2	화장실 같이 가주시면 안돼요...?
5	야 잠깐만 천천히. 8, 13, 15... 그리고 뭐?
0	엄마는 아들만 아니었으면 정말 백번도 더 갈라설 생각했을거야.
5	왜 그래, 갑자기? 오춘기 오셨어?
5	진희야. 너 근처에 희곡 뭐 이런 거 쓰는 사람 있냐?
5	저희 일은 육체적으로 크게 어렵거나 하지는 않으실텐데 대신 출퇴근이 조금 탄력적으로 이뤄져요. 바쁠 때는 조금 늦게 퇴근하시기도 하실텐데, 괜찮으시겠어요?
5	자몽 샴푸?
0	"뭘 그렇게 뚫어지게 보고 그래.	 사람 민망하게."
4	" 미안해. 미안해. 	 진짜 부러워서 그래.  부럽다가도, 성호 그 자식만 생각하면 열불이 뻗쳐 나와서...그래서 심통나서 그래!"
7	" 그래. 고마워. 선생님도 복사해서	 열심히 연습해볼게."
7	암튼, 쓸 데 없는 거 궁금해하지 말고. 수업준비나 해.        숙제는 했냐?
3	으이그. 못 살아. 그런건 없다니까?
3	아빠 요리 못 하잖아요…
4	억울하다기보단… 죄송하고… 송구스럽습니다.
1	서울에서 남해까지 얼마나 걸리는데?
0	그 자식 사지를 끊어버리고 싶어.
0	 아 어떻게 신경을 안 쓰냐고!!!!  가기 싫어!!!! 그냥 나 혼자 살을래!!!
4	응. 또 연락하구.
5	네? 그런 거 없는데.
4	저는 400페이지 책을 부지런히 봐도 일주일은 걸리는데…
7	이촌에 친구가 이탈리안 레스토랑을 오픈해서. 거기서 먹어봤지.
7	알았어. 알았어.  진짜 고마워. 진짜.
5	네. 옷은 안 입었어요. 아, 그리고 요즘에 미용을 해서 엄청 귀여워요.
6	아이고 이 놈의 야근. 이번 주도 일찍 들어가긴 글렀구나.
3	쪼그만게.
5	 어. 이모 안녕하세요.
5	무슨 케잌이 3-4만원이나 해?
7	자.  맛있는 거 사먹고 쑥쑥 커야 한다.
3	아 그 사이코패스 형제 말하는거지?
7	"네...!   선생님 생일선물 주셔서 감사합니다.	 이제까지 받았던 것 중에 제일 좋은 거 같아요."
3	내가 재미가 없나?
6	맘대로 생각하세요. 어쨌든 저한테는 바퀴벌레에 대한 책임이 없다 이겁니다.
2	선생님... 저를 봐서라도 한 번만 봐주세요, 예?
1	당연하지.. 나는 윤지가 용감한 행동을 했다고 생각해.. 정작 그 선생한테 맞은건 윤지가 아니더라고.. 근데 친구들을 위해 목소리를 낸거지..
6	아 들어가기 싫다
7	사과를 더 빨갛게? 그럼 사과 더 빨갛게 칠하면 되지 않을까?
7	조금...? 
2	" 어이구, 잘했다. 잘했어.	 큰일날 뻔 했네. 아이구. 아이구..."
5	왜 무슨 일인데.
7	아이 뭐야.
1	내가, 술 마시고 지갑을 잃어버려서. 주민 등록증을 하나 새로 받으려고.
4	 죄송해요. 단골 손님 많으니시니까 어디에 가게 여시든 잘 될 거예요.
1	걔 1년 꿇었잖아. 지금 한국 나이로 스무 살이야.
1	그래? 아예 지우고 새로 해봐.
0	안 통하네요! 안 통하네요 라고 해야지!
7	알아. 아는데… 다 결혼하고 나서 해도 되는 것들이잖아.
5	그래? 난 마케팅팀이랑 부딪힐 일이 없어서 잘 모르겠네. 무슨 일이 있었는데?
2	"너 그 이후에 중학교도 있고, 고등학교도 있는데 	어떡하려고 그래?"
2	나도 안보려고 했는데 사람들이 모여 있길래 가서 봤는데… 그렇게 무서운 거일줄 몰랐어.
0	환자분 성함은 박평식이시잖아요.
2	그렇지.. 그 순간에 내가 거길 지나가고 있었다면 내가 죽었겠지..
5	 뭐야 이 짜식. 이제 아주 맛이 가버렸구만?
0	맨날 그러고 지금까지 안하고 있었잖아. 엄마가 속이 터진다 터져.
0	사람을 때리는 건 폭력이야, 폭력. 그거 아주 안 좋은 태도야, 이강인. 알았어?
0	아니 밥은 급식으로 다 먹고 집에서도 밥 주는데 밥 먹는데 무슨 오만 원을 써.
3	내가 왜 얹혀사는 거니. 난 같이 사는 거고. 니가 얹혀사는 거지.
3	그래, 아주 당해내지를 못하겠다니까.
1	참… 뭔가 이걸 바를 생각하니까 왠지 쑥스럽구만…
6	서너번 알려줬으면 알아서 해야지. 너가 온 뒤로 어떻게 일이 더 힘들어 졌어.
0	여기가 아빠 일하는데고 저기 저쪽 보이지? 저 자리가 아빠 자리야
1	응. 원래는 걸어서 5분 걸렸는데 이제는 10분 걸려.
5	우와. 형수가 노래를 잘 하시나봐?
3	야 다시 생각해.
6	뭘 좀 그래. 쓰고 씼어서 줄게.
2	뭐? 주식? 너 진짜 미쳤니?
2	어… 그 정도는 아니지만, 좀 우려스럽죠. 특히 막 고구마 같은 거 먹을 때...
6	약속된 시간에 잔금을 못 치뤘잖아.
2	으이구 너도 술도 좀 줄이고, 담배도 끊고, 운동도 좀 하고 그래!
0	야, 니 남친 생겼을 때 내가 똑같은 짓 저지르기 전에 제발 내 방에서 나가.
2	계속 듣고 싶으세요?
3	이거 니 꺼 아니야.
7	그거야 모르지. 이대로 쭉 사겨서 결혼할 수도 있고.
4	아… 그래..
0	 저 무시하세요?
5	미쳤다. 그럼 남자들은 언제 대학교 졸업하는데.
2	"엄마, 나 안 데려왔으면	 이 고생도 안 했을 거 아니야."
3	아니야. 아니라고… 내가 오다가 보니까, 진짜 이 동네에서 비싸게 파는 핸드폰 집도 그 핸드폰 20만원이더라.
4	그렇긴 하지. 나도 어릴 때 종숙이 아줌마 좋아했었는데…
7	덕분에 제 입이 호강하네요.
7	여기 데려와줘서 고마워. 괜히 나 때문에 온 거잖아.
2	그럼 뭐라고 했겠어?
0	뭐라고? 너 내가 너한테 잔소리하느라 얼마나 힘든 줄 알아?
5	그래 너 결혼하면 내가 진짜 세탁기 사줄게. 통돌이 말고 드럼으로!
7	그러게. 잘생긴 개다.
0	너는 꼭 어디서 잃어버리고 나한테 와서 찾더라
0	안.돼.
5	 그래?
2	니가 손녀니까.
3	믿을 만한 계라며.
7	성실하다는 얘기는 많이 들었는데 아부도 상당하네?
6	네, 사장님.
0	이게 어디 어른 앞에서 한숨을 쉬어?
4	아빠한테 전화 자주 드려. 아빠들은 평생 딸 바보야.
0	그럼. 운동은 매일매일 해줘야 하는 거야.
1	저 일단 카투사요.
5	너희 엄마랑 어떻게 만났는지 얘길 안 했던가?
5	뭐? 영화?
4	너무 속상해요... 저는 머저리인가봐요. 케이크 예약 하나도 제대로 못하고…
5	갑자기 무슨 소리야 그게?
2	삼촌 나 코 수술할까?
6	뭐? 할머니 너무해!
4	그냥 막 어렵다기보다… 같은 말을 말처럼 들리게 하는게… 그게 어려워.
1	그렇구나... 꿈 속에서 어떠셔?
5	초등학교 때? 초등학교 때는 학습지 정도만 시켰던 거 같은데?
4	"만약에 그렇다하더라도, 예린이 탓은 아니야.	 혹시라도 그렇게 생각하지 마."
6	"그치만 저녁 먹기 싫단 말이야.       	아까 과자 먹어서 배불러."
0	"아직도 연락 안 왔대요?	 어이구, 독한 놈. 어떻게 3년 동안 연락 한번이 없대."
6	맞아.
6	같은 남자로써 형님은 솔직히 조금은 이해 하시잖아요.
4	어떡해요 그럼… 저도 결혼 파토나고, 회사 짤리고, 요새 진짜 뭐 되는게 없어요.
7	비가 안 와서 그렇지. 올해는 비도 잘 오고 햇빛도 잘 들어서, 고추들이 아주 잘 컸어.         토마토도 그렇고. 너 집 갈 때 한 바구니 뜯어가.
2	좀이요?
0	사람이 사람 때리는데 이유가 어딨어! 무조건 잘못한거지.
5	벌써?
0	 이..이거 놓고 말하세요!
5	 오, 상태 괜찮은데요? 아키하바라에서 직접 구입하셨다고 했죠?
1	맥주나 하러 가자. 나 아빠랑 오랜만에.. 그냥 오랜만에 술 한잔 마시고 싶어서 온 거야. 부탁할게. 응?
5	모르겠어요. 엄청 똑똑하시고 다정하시대요.
0	재수 없게? 모르는 게? 뭐 이런 자식이 다 있어.
4	응.. 거의 다 일어났는데.. 선생님이 손 들고 수업 들으라고 했어
0	"이 형이 노땅됐다고 시대에 뒤쳐지는 소리 하네.	 요즘 남자들도 자연눈썹문신이 유행이라고."
1	아 전액을 못 받았다고? 이번에 전액은 세리가 받았을걸?
7	응. 꼭 해마반까지 올라갈 거야.
1	네. 같은 날에 월급 항목으로 해당 계좌로 이체 해주시면 됩니다.
5	네? 에이, 다 그러고 노는거죠. 저 다른애들이랑 세진이랑 특별하게 다르게 대한 적이 없는데요?
6	승우야, 넌 이 회사 다닐 만하냐?
7	이렇게 화창하면 기분이 좋아.
5	어머 경아야. 오랜만이야. 왤케 오랜만에 왔어.
4	 안 돼, 안 돼…..        알았어… 이제부터 그런 얘기 절대 안 할게.
4	나는… 엄마 분명히 화내겠지만… 안 가면 안 돼…?
2	엄마가 단 거 먹으면 안 된다고 그랬는데. 엄마 화나면 진짜 무서운데.
1	네! 저 여기 이 동네 길은 다 알아요. 어디 가시는데요?
6	드라마.
4	그치? 나 감동받아서 울었잖냐. 보면서 옛날 생각도 좀 나고.
0	아저씨가 다 봤어. 솔직하게 말해도 돼.
1	응. 고모가 하는 계는 오십 만원씩 매월 불입하는 스물 일곱명이 하는 계인데. 내가 스물 네 번 째 순번이다? 그러면 원금에 십 만원 곱하기 이십사. 이백 사십 만원이 이자로 붙는 셈이야.
2	그리고 일단 누나는, 거짓말 하는 거를 제일 싫어해요.      거짓말 할거면 절대 들키면 안돼요.
5	그렇구나… 좋겠네요.
3	너는 또 학생이 집에서 뭐 하고 있냐? 공부를 해야지 공부를.
0	아니라고!!!
7	그래.
2	거기… 호텔 화장실 벽이 얇잖아…
2	조용히 해 봐. 지금 또 난다. 
6	뭘 그렇게 유난이야!
5	나답지 않다니? 나 다운 게 뭔데?
2	저 정말… 너무 피곤해서… 사실 이렇게까지 피곤한 건, 회사 잘못이 맞으니까. 산재라 생각해서 마사지 받은 거거든요.
4	알았어. 선생님이 하은이한테 들은 건, 엄마 아빠한테는 절대로 비밀로 할게.
0	너! 왜 이렇게 버르장머리가 없어?
5	아니야.
0	또! 엄마한테 존댓말 하랬지!
1	수험생인데 어쩌겠어. 적성에 안 맞아도 노력을 해야지. 자, 다시 풀어보자.
6	왜 그래?
4	"네. 엘리베이터 타고 나서  확인했는데, 분명히 있었단 말이에요.	  진짜 있었어요."
7	휴... 같이 굶자 굶어.
0	아빤 몰라도 돼! 다 필요한거야.
1	맞아.. 은퇴하고 소일거리하시는데 그걸 어떻게 또 뭐라고 하겠어..
5	공무원? 그게 뭐야?
3	다행히도 쓰러진 건 아니었고, 너무 힘들어서 잠시 쉬던 중이었대.
4	아 네. 정말 죄송합니다.
2	엄마 아빠 이혼하면 어떡해? 그럼 우린 어떻게 해야 돼?
4	아닙니다. 죄송합니다.
5	오빠는 왜 먼저 올라가?
1	아. 네. 제가 이번에 전세 들어오기로 했어요.
1	음식을 가리지도 않아!
6	"그러니까 말이다. 이게 뭐라냐. 	니네 엄마는 언제 온대?"
6	"그거~ 저기 시장 반찬가게에서 사온 거야.	 나 갓김치 담글 줄 몰라."
5	"그럼요. 예전에는 일반인들은 구경도 못했어요. 	재벌가에서만 암암리에 	 입소문으로 몇 천만원씩 거래되던 장수 명약이라니까요."
2	아 어떡하지. 같이 병원가서 검사 하실래요.
4	나도 진작, 진작 운동했어야됐는데.. 너무 늦었지만 지금이라도 운동을 해보려고..
1	너는 민수 별로야?
5	금방 그린다니까. 39초마다 하나 그린다고 생각해봐. 한 시간이면… 한 시간이면… 얼마지?
6	피부과?? 뭐 지는 얼마나 탱탱해서 피부과 소리를 해?
3	입 밖으로 내는 말, 어느 하나 제대로 된 게 없는 애가 무슨 PD라고.  하.. 나 지금 꼭 시험 든 기분이야. 내가 요즘 교회를 안 나가거든.
0	 그만 자. 그만.
4	저번 200일에는 내 생일이랑 겹쳐서 목걸이 받았거든. 그래서 뭘 줘야 될지 모르겠어. 남자친구도 곧 생일이고, 거기다가 크리스마스도 있고, 1주년 선물까지. 다 한꺼번에 주려니까 너무 돈이 많이 들어.
3	지금이 무슨 조선시대냐?  지금 좋다는 애들을 헤어졌다 일 년 뒤에 다시 만나라니.  이게 말이야 방구야.
1	응. 그러면 할머니가 치킨 사줘.
5	누나 속물이구나?
7	"아.. 아니요. 그게 아니라 원래 짐이 별로 없어요. 	이사를 많이 다니다 보니까 짐이 많으면 불편하더라구요."
6	그봐 마음이 있으면 책 한 권 읽는게 한 달 걸리냐? 요즘은 일 년에 한 권도 안 읽는 사람들이 많을거야
6	무슨. 오늘 미세먼지 많대
7	어어. 나는 수만이가 젤 좋더라.
1	뭐가?
3	나는 이번 학기 지각 딱 한 번 했거든?
5	그런가? 근데 좀 큰데서 하려면 시내까지 나가야 하는데,             어르신들 다 오실 수 있을까?
1	음… 그냥 아빠가 그랬으니까요….
2	그래도, 벌써부터 포기하면 안되지.
1	에이, 그래도 커피를 그렇게 많이 마시면 건강에 좋지 않다고 하더만.
2	문 잠궜어?
6	인터넷으로 샀으면 나 구매 기록 보여줘.
0	내 쿠션 썼잖아. 죽을래? 내 화장품에 손 대지 말라 그랬지?
1	마무리하자.
0	불러! 내가 무서울게 뭐가 있어!
1	너는 그때 너무 어렸으니까. 나는 다 기억나.
1	코만 하는 건 없어. 코만 못생긴 경우는 별로 없단 말이야. 코가 이상해 보인다는 건, 보통 판 자체가 안 이쁜 경우라서, 손대려면 좀 전체적으로 손봐야 돼.
5	수한이는 어디 가고?
6	지아가 현우가 일부러 때린 줄 알더라고.
6	아이, 엄니 요즘 물가 올랐잖아. 과자 한 봉지에 2천원이나 해요.
2	할머니, 근데 일 이제 안 하면 안돼?
0	너도 예쁜 사람 좋아하잖아.
0	 어우야. 그게 뭐야 토 나오게.
5	뭐?
2	그게요...
5	꿔버로우? 그게 뭐야?
6	"너 나를 너무 편하게 대하는 거 아니냐? 	아무리 그래도 우리 이혼한 사인데."
6	지금 빨리 해서 주셔야 제가 수정할 수 있어요.
0	아 진짜! 왜 나한테만 그래!
0	아 됐어. 나는 싫어.
5	안 되는 게… 없는 나라요…?
5	한시? 아 엄청 잤네.
3	너 아직도 정신 못 차렸구나.
6	 아줌마가 이것만 하고 넣을게. 고마워~
2	죄송합니다. 혹시 누구 불러드릴까요? 가족한테 전화 하실래요?
1	응 진짜.
5	신용… 이요? 그게... 무슨 말씀이신가요..
6	너가 하기 싫다 그랬어.
6	아…그거 성적 언제쯤 볼 수 있어요?
2	죄송합니다… 제가 생각이 짧았습니다.
6	됐어. 엄마는 내가 모실거야. 이런걸 봐야, 소진이도 나중에 아 부모님이 아프시면 내가 돌봐 드려야 하는구나- 하지.
4	맞아요.. 제가 어떻게 도와줄 수 있는 방법이 없을까요?
