multimodal_emotion	text_script
1	음... 그래서… 제가 알려드릴게요.
3	너는 지금이 4시냐?
1	응. 이모가 영화표 사줄게. 희동이랑 보러 갔다와.
7	"응 지금 메일만 보내면 돼. 잠깐만 	 보냈다."
0	알았어. 가져와봐.
0	안하면, 나 경찰에 신고할거야.
0	너무하네.
7	처음에는 뭐... 거의 뼈를 새로 맞추는 느낌?
3	응… 아빠 몰랐어? 저번에 아빠랑 만날 때 엄마랑 멀리서 보고서 얼마나 웃었는지 몰라. 아빠만 팔이 짧아서 엄청 웃기더라고.
1	 이 제품 지금 하시면 제가 특별히 20장 까지 빼드릴게요.
6	살 찌니까 그렇지.. 근데 나는 점심을 안 먹고는 못 살겠더라구
3	내가 그 말도 했어. 우리 아들이 그러는데, 15일 이내에는 무조건 환불이 된다더라. 그랬는데 막 눈을 부라리면서, 그러면 그 기계값을 자기가 떠맡는 구조라면서 막 소리를 지르더라고.
4	난 내 마음대로 하는게 좋아.
3	나도 그런 줄 알았거든? 근데 그게 돈 받고 하는 거라던데. 일당이 꽤 쏠쏠하다네.
7	그럼 뭐해줄건데?
4	배 … 고픈데. 지금 실험중이라 아무것도 먹으면 안돼.
5	저 쪽이요?
2	저… 한 2년 정도 유학을 다녀오려고 하는데,        그동안 모은 돈이 좀 모자라서요. 부모님께 말씀드리기는 죄송해서….
4	나? 당연하지. 아직도 가끔 우리 어머니 꿈에 나온다.
4	고모보다 엄마가 요리를 잘하나 봐. 아빠, 밥 맨날 두 그릇 씩 먹어.
0	유치원에서 주영이가 그랬단 말이야.
5	‘S유통’은 왜?
0	여기 너 말고 누가 있어.
1	그런가 봐요. 돈 버는 거 진짜 빡세네요.
4	음… 나는 어릴 때… 너 라고 했어.
1	이번에 우리 여행 계 어디로 가기로 했어?
3	선물하고 정하고 무슨 상관이야? 애들한테 전해줘. 난 그런 거 안 받는다고.
6	네….
3	은혜 같은 소리하네. 폐인처럼 사는 거 가여워서 밥 한끼 적선하려고 했더니… 주제도 모르고 기어오르는 거 봐. 내가 기가 차서…
3	"그랬구나. 	공부를 잘못해서 이번 시험이 평소보다 성적이 잘 안 나왔구나."
5	네? 제가 뭘…
0	엄마한테 숨겨진 아들이 있었다는거… 나한테 얘기해줬어야지…
0	아빠가 말하는데 안 들어?
4	그렇지.. 다들 스펙이 좋으니까 회사도 누굴 뽑아야할지 모르는 것 같아
4	고모보다 엄마가 요리를 잘하나 봐. 아빠, 밥 맨날 두 그릇 씩 먹어.
2	죄송해요… 어떡하죠? 많이들 그러세요?
3	 됐어. 괜찮아.
6	네 이해가 꼭 필요한 것도 아니야.
1	응, 내 친구가 하는데, 그래도 돈이 좀 벌리기는 한다더라고.
2	8반? 우리 반 애들이?  그럴리가… 우리 반 애들은 그럴 애들이 아닌데…?
3	 그러니까 이... 명.진.아 씨는 너의 그런 감수성에 반했다는 거지?
1	처음엔 다 그래.
7	어머. 비법 있으시면 혼자 알고 계시지 말고 아빠 좀 알려주세요. 하루가 다르게 쳐지시는 거 같아,
3	에이. 그거 다 너 겁주려고 하는 얘기야.
6	요즘 애들은 다 하루에 한 번씩 머리를 감거든요.        다른 애들은 다 그렇게 하는데,        민혁이만 이틀에 한 번씩 씻어서, 애들이 싫어해요.
4	그래. 그거 그렇게 해 줘라.
2	요즘 어때. 회사 부도 났다면서.
0	그래도 싫어! 엄마는 바보야!
5	밖에 보니까 국기가 안 걸렸던데.
7	그쵸? 새 노트북 쓸 생각하니까 기분이 좋네요.
0	야. 집에 돈 좀 있다고 유세떠냐?
4	 어디 보자. 야 난 잘 안보인다. 이제.
3	하, 이 바닥에서 살아남으려면 싸이코패스이거나 둔감한 멍청이거나.. 둘 중 하나밖에 없지.
2	아니, 1303호는 분명히 공실일텐데?
2	네. 지도에 찾아보긴 했는데, 근데 너무 어렵더라고요. 길이 좀 복잡하던데.
6	아니, 유학을 갈 기회가 생겼다는데, 그걸 왜 남자 때문에 차버리냐고. 내가 속이 다 상해서.
6	저기 혹시 생크림에도 설탕 들어가나요?
7	이번 교내 백일장에서 도진이 네가 쓴 글이 장원으로 뽑혔더라.. 평소에 글 쓰는 데에 관심이 많니?
0	그걸 내가 어떻게 알아?
6	그랬었지. 회사에 우리 팀 미워하는 사람이라도 있나? 왜 이런 무시무시한 소식을...
7	응. 나는 거의 다 좋아.
3	제가 인터넷에 리뷰 올리면, 이깟 가게 망하게 하는 것쯤은 일도 아니에요.
4	난 아직 잘 모르겠어.
7	그럼 케익이라도?
3	어휴, 내가 못 살아. 생활 습관 좀 고치라고 그렇게 잔소리를 해도!
7	좋아요.
5	30만원? 왜? 학교에서 뭐 한대?
0	그럼 못 가는거지 뭐.
6	응. 걔가 용돈이 지금 한 달에 얼마지?
4	안 돼요. 그건 누나가 마음대로 결정할 수가 없어요.
5	아... 그랬나요? 그랬나 보네요.
7	서순 할머니, 오늘 몸 좀 어떠세요? 속은 괜찮으세요?
7	"그 사이로 바람이 불어오는데, 가을인거야. 	분명 전 날까지는 여름이었는데. 하늘도 공기 냄새도. 	그냥 자고 일어났는데 가을이 됐어."
1	응, 거기 고등학생들이 밤만 되면 모여서 술먹고 담배핀다던데?
1	아 머리 색깔이 염색도 안 했는데 갈색인 친구가 있어?
7	아이스 아메리카노 하나. 사이즈는 작은 걸로 드릴까요 큰 걸로 드릴까요?
4	제가 내일까지 꼭 부쳐 드릴게요.
4	여기 이렇게 사람 붐비는 거 보니까… 상대적 박탈감 든다. 불경기, 불경기 하는 와중에도… 이렇게 사람이 많다니!
1	그러니까 말이야. 우리 대학교 때 같이 연극반 하면서 그 비슷한 내용 공연 했었는데.
2	아… 클났다. 핸드폰도 버스에 있는데…
7	그럼 남산에 갈까?
4	안 돼, 싫어. 지금도 엄청 아프단 말이야!
4	아빠가 엄마를 힘들게 한 거 아니면 뭐야. 아빠는 진짜 나쁜 사람이야. 요즘 집에 들어오지도 않고, 엄마가 이렇게 힘든지도 모르지?
2	네.. 근데 가격이 좀 부담이 되네요.
0	몰라, 나 시계 못 읽어. 할머니 딱 5분만, 응?
4	그래도… 나도 돕고 싶은데... 안될까?
3	근데 왜 1등을 못 해?
2	아니에요… 저는 이 동네 사람도 아니에요…
5	왜 얘기 안 해 얘기 해줘야지..
1	응.
2	언제까지라고 하셨죠?
5	한우?
7	그건 그렇죠. 그래도 키 컸다니 기분 좋네요.       선생님은 여전하시네요. 늙지를 않으시는 것 같아요.
6	내가 그럴 줄 알았어! 엄마 그거말고 다른 옷은 없어?
0	그건 그거고.. 아무튼 안돼.
7	완전 미녀와 야수도 아니고. 천재와 꼴통인가?
7	응?
1	먼저, 회사 네트워크에 대해 알려드릴게요.
7	오빠 나 크리스마스 선물 뭘로 줄거야?
2	호들갑이 아니라! 다리에 마비 오면 정말 위험한 걸수도 있다니까!
6	무슨 기한까지 정해?
7	뭐 어디서 잔치라도 해?
4	어제 꿈에 느이 엄마가 나왔어.
6	나는 아무거나 좋아.
6	미안해. 앞으로는 생각하고 말할게.
6	그리고, 다른 학교 학생 애들은 왜 데리고 간거야?       너네 그러고 다니면, 우리 학교 명예 실추되는거야.
7	그래 차 사면 진짜 좋아.
7	응 그것도 그렇고.
0	아니, 그럼 다 상한 샌드위치 그 역겨운 냄새 나는 걸, 내가 들고 와야 했다는 거예요?
3	우리집에 철학자가 나오려나 보다.
5	이백?
3	그래 넌 치킨을 너무 많이 먹어 그게 콜레스테롤 덩어리야 그 튀김이
4	전화를 할 수가 없었어. 거기 나랑 그 형 둘 밖에 없었어...
2	예. 부탁드립니다. 사람 하나 살린다 생각하고, 도와주십쇼.
3	아빠가 뭐가 다리가 길어… 아빠는 아빠 자신에 대해 잘 모르나 봐?
7	그래. 그러면 일단 한 번 만나봐.
0	미쳤어? 왜 없는 법을 네가 만들어 내!
4	그러게. 그럼 너랑 같이 가면 되겠다. 이따가 저녁 때 갈까?
0	봐서. 
7	아니 검색하면 나와. 인터넷에.
5	정말? 그럼 안 할래.
4	저도, 어머니 같은 장모님 꼭 만나뵈고 싶었는데….
6	그게 무슨 말이야?
4	이게 내 한계인 거 같아... 형이랑 같이 있으면서 행복하면서도... 자꾸 안 좋은 생각만 들어.
2	이 학교 다니는 거 자체가 나한테는 트라우마야.
1	근데 원래 없어서 불편한지 모르겠어.
2	"....나윤이, 배는 안 고프니?	 예진씨가 올 때가 됐는데....	 무... 물이라도 마실래?"
0	이렇게 맨날 피곤하다는 소리 할거면 운동 뭐하러 하냐? 어?
2	요즘 거래처 때문에 말썽이 많습니다, 사장님.
6	솔직히 그렇게 맛없냐?
1	다른 집들은 다 30은 받겠다고 하는데, 여기는 20만원에 해준다고 하는거야.
3	내가 왜? 성우가 그렇게 좋으면 걔네 집 가서 살아.
4	학교에서는 이런 저런 안 좋은 일들이 많이 일어나던데!
2	맞습니다만…
6	좋아하는데 뭐?
7	어. 거기서 꼭 죽통밥도 먹자.
7	우와 이게 얼마만이에요.
4	네.. 다들 학점이나 다른 스펙이 좋아도 원하는 회사에 들어가긴 힘들더라구요
3	너 남자애가 왜 그렇게 용기가 없어?!
7	응. 그리고 이 쪽 팔도 해줘.
5	맞다 언니 진희는 발음이 어떻게 그렇게 좋아? 우리 해진이도 발음 연습 좀 해야되는데, 진희는 무슨 원어민 같아.
6	커플인거 같아 저사람들. 여자가 뭘 잘못 했나봐
3	싫어~~~
1	알았어. 잠깐만. 여기.
2	으아… 너무 무서워! 이제 얘기하지마!
7	알았어. 내일 딱 뚜껑 열어 보고 깜짝 놀라면서 맛있게 먹을게.
6	"아니, 여긴 너무 좁고,	 덥고, 냄새도 이상하잖아요.	 할머니, 우리집에서 같이 살면 안돼요?"
2	죄송합니다. 불편하신 점이 무엇이 있는지 말씀해 주시면… 제가 바로..
1	요즘 이런 데 나와보면, 젊은 친구들이 정말 많다니까.
0	예지 엄마가 허락을 해주겠냐? 너 같은 솔로나 이런 차 타는 거야.         나는 바꿔도 아마 국산 SUV가 아닐까 싶다.
2	아…. 그 날 아프다고 하고 조퇴하면 안 돼? 응? 엄마. 나 진짜 너무너무 가고 싶어.
6	왜 그래? 너 내 스토커야?
5	정말? 거기 좀 어때? 나도 등록할까 했는데.
1	그래도 걸어 가는데 십 분은 걸리니까. 참, 유민이네 엄마가 빌려준 냄비 돌려줘야 하는데. 유민이 너, 할머니가 냄비 싸서 줄테니까, 가서 돌려드려.
3	니가 어떻게 사주는데.
5	내사요? 뭐 때문에요?
2	그런가? 그 때 되면 내가 대학생활이 하고 싶어질까?
5	그럼. 이제 어른이지.
7	 그러게요. 다 엄청 예쁘네요.
3	 이거 어머, 이거 맛이 원래 이러니?
4	네... 사실 따님이나… 손주분이나... 너무 소중한 존재잖아요.
1	5월 말? 심사가 6주 걸린대.
4	오… 그러게.
3	아니 화장실 청소 언제 했어요?
4	그렇구나.... 삼촌 쫌 쪽팔리네.
7	잘 한 거야. 그래도, 니가 엄마 닮아서, 실행력이 있다니까? 어떻게 딱 단번에 퇴사할 생각을 다했어?
6	그냥, 고모 소갈비가 더 맛있는 것 같아요.
5	네. 오늘 할아버지 본 것 중에서 제일 멋있어요.
2	그냥… 장난으로…
0	경위님은 여자인데 왜 담배를…
2	선생님 말씀이 현수가 너 때문에 힘들어 한다고 하던데. 너 혹시 현수 왕따시키니?
4	그 옷 싫으면, 할미가 다른 거 입고 갈게.
4	 그럼 나보다 먼저 죽어요?
3	실제로 인류세를 정의하는 항목 중 하나가 플라스틱 지층이래.
0	내가 뭐 부모님 욕을 했어? 인신공격을 했어? 뭘 했다고 이렇게 주눅들어서, 꼬리내리고, 눈치보고 있어?
7	 박,성,채님께. 뭐라고 써드릴까?
6	"그래. 잔뜩 먹어. 	 준호 뽕 뽑아야 된다?"
4	야 이번주에 조기축구 못 가겠다.
6	멋있긴 뭐가. 회사 다니면서 모았던 돈도 거의 다 바닥났고, 쉽지가 않네.
0	뭐…?!
4	그럼 알고 있었지… 알지만서도… 알잖냐. 요새 빠듯한 거. 미안하다 아빠가.
0	벌금? 벌금 같은 소리 하네.
5	그래? 그러려무나.
2	잘 살아라.        손 한 번만 잡아봐도 되냐?
3	몰라. 별로 알고 싶지 않아. 남자랑 그러고 싶냐.
6	자네, 애들 생각은 안 하나?
3	넌 뭘 그런 걸 써?
4	오늘 학교에서 다큐멘터리 과제 발표했단 말이야.
5	여기에는 닭뼈 버리면 안돼요.
6	야 대충 올려 그냥.
5	왜?
0	오빠가 나 찔렀잖아!
7	네. 반가워요.
5	아 진짜 몰랐다니까… 나도 진짜 너무 황당해,
4	다들 사는게 쉽지 않구나…
0	아까는 사귀는 거 뭐 이런거 아니라면서요?         됐구요. 안녕히 가세요 아저씨. 
1	 아 여기있네요 고객님. 고객님은 그 때 사은품 대신에 할인 받으신 케이스세요! 사은품은 따로 안 나가세요.
1	다 그렇게 시작해.
4	저번에 알바해서 돈 모은다더니. 잘 안됐어?
6	 뭐 딱히 그런 건 없어요.
7	삼촌 이거 봐 봐.
5	누구요? 진수요?
1	우리반에 벌써 키 180 넘는 애도 있어… 형 걔랑 싸워도 질 거 같아.
2	음.. 잘 모르겠어. 걔가 안 하면 내가 하려고.
1	엄마, 아빠 환갑 어떻게 할 거야?
6	뭐 힘든 일 있어? 왜 안 하던 짓을 하고 그래.
0	아 왜.  나 지금 바쁘단 말이야.
7	그 때 엄청 좋았단 말이야. 맛있는 것도 엄청 먹고.       바다도 엄청 예뻤어.
0	왜 이러세요? 왜 이러는지 몰라서 물어??
5	정말? 정말 괜찮아 엄마?
0	아우. 아무거나 입어. 아무거나 입어도 잘 생겼어.
3	정말? 언니가 잘 하는 것도 있네.
1	야! 긴장할 거 하나도 없어. 누나가 있잖아. 누나 이런거 전문가야.
5	그래. 좋은 사람들이구나. 우리 연아도 악당들을 물리치고 싶니?
3	저희 선생님 연락처 다 압니다.
1	평소에 건강을 잘 챙겨보자.
2	엘리베이터랑 금은방 가는 길도 찾아봤어?
6	말을 해야 선생님이 아는데…
6	꼭 그리로 가야 돼요? 거기 운전하기 불편한데.
6	너가 폈지?
7	역시… 박여사야!
0	야 시간이 몇 신데 인제 들어오냐.
7	오케이. 훌륭해. 수고했어.
1	고맙긴.. 당연한거지.
6	 됐다. 가라.  집에 가서 엄마한테 커피 우유 사달라 해라 꼬마야.
4	"어... 친구들 초대했는데요..	 다들 못 온대요.. 아무도 없어요.."
6	 아무튼 매형. 저도 더이상은 힘들어요.            은주엄마 몰래 돈 마련하는 것도 어렵다구요.
5	테이프요? 무슨 테이프요?
2	그래? 오는 길에 안전했다니 다행이다. 태풍이 오려나... 왜 이렇게 바람이 많이 불어. 창문이 많이 흔들리니까 꼭 천둥 치는 소리가 나네...
0	민주는 여자잖아.
4	아...진짜 억울하네… 그런거 아닌데…
2	그럼 다행이지만… 그래도 대낮에 아파트 한복판에서 칼부림이라니...
2	그게...저번에 너희 아버지 수술 했잖아. 얼마 전에. 그거 수술.
5	 이건 뭐야?
4	여자는… 딱 시기가 정해져 있어.
1	 그러면 거의 이 주에 한 번 꼴로 절기가 바뀌네.
4	나도 화장품 가지고 싶단 말이야.
1	그래.. 알았어. 내가 모바일뱅킹으로 지금 한 번 확인해 볼게.  자.. 보자..
6	그런데…현우가 자꾸만 와서요….
1	왜, 그 실내에서 노 저을 수 있게 해주는 거 있잖아. 로잉머신이라고. 몰라?
7	어. 나 요즘 그 생각밖에 없어. 무화과 향이 아른아른.
7	완전 밸붕템들. 선생님 이제 망.  선생님 저 따라잡을려면 이제 한참 걸릴걸요.
2	이상으로 발표를 마치겠습니다.
6	아니, 엄마가 그 정도는 물어볼 수 있는 거 아니니?
6	그래… 좀 더 뭐라고 쏘아붙이지 그랬어. 누나 그런 거 잘 하잖아.
7	네?
7	학생들이 그래도 잘 따라와 주네요.
6	이번 작품은, 모든 것을 잃고, 단 하나의 목표만을 위해        달려가는 남자의 이야기를 담았습니다.
6	아니. 너무 부담스럽잖아.
1	다음 주 목요일이야. 아마 수업시간 중에 진행되는 거라서, 학교를 빠지고 가야할 것 같네.
0	한 시간 째 쿵쿵 대서 잠을 못자고 있어요.
1	우리 나라도 홍수 난 적 있어. 방심하면 안 돼.
5	통금을 당기겠다?
7	응. 완전. 넌 내 보물이야.
7	완전 강도네 강도야.
4	헐.
5	아니에요. 어머니. 저 진짜! 진짜 괜찮아요.  점심 먹은 지도 얼마 안돼서 배도 부르고, 그냥 물 마시면 됩니다!
5	아 그래요?
5	어 그래 뭐냐?
3	너도 찔리는게 있어서 기분이 더러운 걸 거 아니야? 내심 커피 사마시는 거 과소비라는 사실… 인지하고 있는 거 아니야?
5	엥, 근데 그거랑 내가 재채기 하는 거랑 무슨 상관이야?
4	아, 망했어요 진짜.
7	너는 취직 안 하냐?
0	그냥 다 책상 위에 올려만 놔. 나한테 말 걸지 말고
6	음... 숙제가 없으면 좋겠는데.
7	"내가 그만큼 해서 우리가 이 정도 표현하고 사는 거우.	 나는 우리 딸들이 엉겨 붙으면 좋기만 하드만."
2	아 아니야 아니야. 알았어. 그냥 츄리닝만 입을게.
3	아 됐어 됐어. 나 치킨 시켜 먹을거야.
5	 결혼? 말도 안돼. 너 처음 봤을 때 18살이었는데 벌써 결혼 했구나!
7	그래. 자유롭게 살자.
5	근데 읍장님은 잘 모르시더라고!
0	셋이서 나 빼고 모여서, 나 망할거라고 호박씨를 깠어?!
6	"그래도 나는 싫어. 	우리 예쁜 손주 몸에 그렇게 그림 그리는 거 싫다."
5	너 왜 얼굴이 퉁퉁 부었어.
6	뭐가?
6	아니. 어떻게 맨날맨날 발라. 귀찮은데.
3	무슨 소리야. 그냥 돈만 받고 보내줄거야.
4	"안 좋다기보다, 분위기가 좀 그래요.	 서로 무관심한 것 같기도 하고, 무기력한 것 같기도 하고.	 말을 잘 안해."
4	요새는 뭐 대학이, 취업학원이란 소리를 듣는 판에, 어쩔 수 없는 일이지.
1	응. 형 나 내년에 이사가면 그때 공기청정기 시킨 데 좀 알려주라.
7	할머니 내가 시험까지 잘 봐야돼? 내가 이렇게 귀여운데?
2	네. 바로 다시 하겠습니다. 죄송합니다.
2	고소 한대요?
1	그게 오늘 업무예요.
6	아니야, 내가 뭘 잘못 만졌다고 그래. 그냥 가만히 인터넷 하는 중이었다니까.
3	그럼 가보시고.  박간. 다음 들여보내!
3	 서류 열심히 쓰고 있지...
5	 어디? 어디?
5	" 이게 뭐야?	 아무 것도 없는데?"
4	그냥 속이 좀 쓰려서 그래. 아무것도 아니야.
2	요즘에 계속 미열이 있어서 병원에 다니고 있는데, 밤이 되면 열이 좀 심해지더라구요. 병원에서도 왜 그런지 모른다고 그러고.
6	잠깐만요. 이것만 다 하고.
5	어머, 그게 벌써 칠 년이 되었니? 그 때 정말 좋았는데. 그지? 우도 구경도 하고 말야.
0	아씨. 야 전화해봐.
6	하이고. 이 놈 성질 더러운 것 좀 보소?
2	나 너희 아빠한테 혼나.
0	"알겠어. 알겠다고. 	내가 너한테까지 잔소리를 들어야겠냐?"
0	나 설렁탕 싫어. 저번 주에도 설렁탕 먹었잖아. 왜 맨날 설렁탕만 먹어?
0	저기요. 오늘 정말 저희 아니라니까요?
6	그럼. 아빠도 슬프지. 근데 나리야. 지금은 슬퍼도 되는데,       나중에는 이제 슬퍼하면 안 돼.
3	그래. 나같은 애가 놀아주는 거 영광인 줄 알아라.
1	그렇구나. 그래도 두 분 다 힘드시겠다.
1	윤성이 아이디가. 은평초 윤성이 였거든.
3	인생 그렇게 살지 마슈. 아주 그냥 멀쩡하게 생긴 양반이.
7	그래? 아빠는 요즘 보기 시작했는데, 이튜브 보니까 꼭 공부가 아니더라도 자기가 관심있는 것들을 잘 파고들면 돈을 많이 벌더라.
6	그게 왜 내 잘못?
7	그래, 그래도 학교보다는 나을거야. 뭐 궁금한거 있어요?
6	알겠어요. 그럼 이번까지 형님들 달래서 같이 하고,  이번에도 원철이 형님 그렇게 날뛰면 난 이제 몰라요.
5	 그걸 봤냐?
2	왜?
6	생전 안 하다니 내가 언제? 걱정 붙들어 매고 기다려.
5	왜?
4	 아버님이 돌아가셨어요?
3	그러게요. 전국적으로 놀자판이길 바래야죠 뭐. 
4	...엄마, 나 걔랑 헤어졌어.
1	응. 알았어.
2	어.. 그건.. 저희 가게에서는 취급하지 않는...
3	왜, 니 아빠는 장사는 좀 못할 거 같으냐?
2	돈은 잘 준대요?
5	일본이 세계 1위 장수국가에요. 그런데 이유가 뭐냐? 그게 바로 지하 300미터 온천심층수 속에서 찾아낸 바로 이 신비의 미네랄 성분 때문이란 거에요.
7	차 대리님.
5	진짜요? 여기서 어떻게 살아요? 잠은 어떻게 자요?
2	큰일인 것 같은데.. 마비오는 증상이면 뭔가 문제 있는 거 아냐? 나 119 불러? 부를까?
1	 이거 바르면 돼. 이게 로션이야 아빠.
1	보시고 뭐라셨어?
6	그러니까, 내 말이. 세상에 믿을 놈 하나 없다니까.
1	아니야~ 인삼주가 다 비슷한 맛이라니... 넌 술맛을 모르는거야.
4	우리집에 화분 놓을 곳이 없어..
0	"아니, 내가 살면 얼마나 산다고,	 나 죽으면 다 너네 것 되는 거. 그거 아깝다고 이러냐!"
2	지금 부모님으로 되어 있긴 한데요.
7	에이… 그건 아니다. 아빠는? 아빠도 술 엄청 마시잖아.
5	벌써 좀 마셨는데?
1	떨지 마시고, 제가 묻는 질문에 대답하시면 됩니다. 일단, 성함이 어떻게 되시죠? 신분증도 좀 주세요.
2	주여…
4	아니, 엄마 아무 일도 없어.
2	혼은 안났어?
5	미쳤냐? 애들 졸라 꾸미고 올텐데.
1	뭔 꿈이었는데.    키 크는 꿈이라도 꿨길 바란다.
4	아니야 진짜 너무 고마워 항상.
2	" 으아... 무서워...	 할아버지 왜 그래요..."
2	영어 공부? 열심히 해야되겠다.
3	"엄마도 그랬어. 내가 애한테 별소리를 다 한다면서. 	근데 그만큼 이모가 꼴값이라는 뜻이 아닐까?"
4	감사합니다.
6	모르는 소리 하지마세요. 둘이 벌어도 먹고 살기 빠듯합니다.
5	어 무슨 식물?
7	음… 아구찜 어때? 나 매콤한 게 땡겨.
5	 그래? 좀 찾아봐야겠네.
7	그래도 일단 연애를 해야 나중에 결혼을 할 거 아냐?
0	"그래도 뭐시 중요한지는 알고 살아야지. 안사람이 하는 일이라는 게 다른 거 없다.	 남편이 올바른 생각을 하도록 옆에서 잘 조언해주고 해야지."
2	그런데 어떻게 그럴 수가 있지…
7	우리 엄마도 그 영화 좋아해요.
0	"이 놈이 미쳤나? 	경찰을 쳐? 너 이거 중범죄야."
6	" 갑자기 왜 그래.	 학교에서 누가 괴롭혀?"
4	저도 오래 고민해보고 말씀 드리는 거에요. 방법은 차차 찾아보려구요.
5	응원봉??? 엄마 응원봉 들고 팬 사인회 가게?
3	너 지영이 좋아하지?
4	삼촌 노총각으로 죽을까봐 밤에 잠을 못 잔대.
2	담력 테스트? 그게 뭐에요?
3	왜?
6	"아줌마가, 랍스터 요리를 할 줄을 몰라.	 고사리 남은 거 있는데, 비빔밥 해줄까?"
5	그래? 다행이다. 수고비로 더 얹어줘?
0	어떻게 뒷걸음질 치다가 맞는 말을 하냐? 맞아. 1분도 길고 30초도 길고 10초도 길지!
3	오빠가? 나만큼만 효도를 해봐. 바로 앞에 차끌고 오라고 했다고 툴툴거리지 말고.
7	안 친한 거 아는데, 현수가 반에 친한 사람이 별로 없잖아.  지희가 챙겨주면 현수도 많이 고맙게 생각 하고 좋아할거야.
4	진짜 큰일이네… 내가 제형이한테 말했더니 자기 오빠한테 말해주겠다고 걱정하지 말라고 했는데…
0	그걸 저 보고 어쩌라고요.
2	진짜 잘못했어요.  아버지… 저 한 번 만 살려주세요…
0	몇 년을 봐 온 사인데, 무슨 말을 하는 그리 해요!
2	엄마가 형 교회 안 간다고 엄청 걱정하던데.
2	다음 날 일어나 보니까 할머니가 안 계신 거야.. 그래서 삼촌한테 할머니 어디 계시냐고 물어봤더니 뭐라고 했는 줄 알아..?
1	그러게.. 어떻게 해야 하려나?
7	"아휴 참. 또 그런다. 	 하긴, 그런 말, 달고 사시는 분들이 오래 사신다 하더라구요.	 좋네. 계속 하세요."
0	무슨 그런 저질 농담을 하세요? 지금 저 놀리는 거에요?!
6	방금 못 봤어?
2	제가 먼저 분한테 마음이 있는데 다음 분을 또 만나는 게 죄짓는 기분이고 좀 미안해서.
4	그럼 그건 당연하지.. 그래도..
4	어디서 찾았어?
5	같이 지내는 애들은 괜찮대? 꼬장부리고 괴롭히고, 그런 애들은 없어야 될텐데.
0	아 요즘 애들이 다 그렇게 말하지 뭐 어디서 배워.
6	"아고 찌뿌둥하다.	 주변에 어디 걸을만한 데 좀 없냐?"
7	네. 당연하죠~
2	네 저 매 년 가는데요?
2	"너 진짜 이 나이 먹고도 그럴래? 	미쳤냐? 니가 경마로 날린 돈이 얼만데 게임에 현질을 해."
2	너 그렇게 태호 찼다가,  최준호가 너 안좋아하면 어떡할려고? 시력이 안 좋은 애는 흔하지 않아.
0	또라이 맞잖아!
5	요즘에는 부자와 가난한 사람을 그렇게 구분한다더라.
6	내 팽이랑 게임기랑!
7	그러면 엄마 말 잘 들으면..
6	알겠어요. 선생님 반 학생이니까 제가 크게 관여는 안 할게요.
4	응. 농사 짓는게 엄청 힘들었거든.. 엄청 고생만 하고..
6	고모가 이런 얘기 하는 거 불편해?
5	 할머니가 예전에 병원에서 간호사로 일을 하고 있었어.              그런데 어느 날 다리에 피를 뚝뚝 흘리는 젊은 남자가 들어온거야.
7	그래 알았어. 내가 연락 한 번 해볼게.
7	지영씨 이따가 커피나 한 잔 하러 가자.
1	그건 진짜 정 떨어진 건데.
7	네! 선생님!!! 진짜 감사합니다!!! 다음 주에 이자 붙여서 갚을게요!!!
4	그걸 아시는 분이, 너무 열심히 일만 파고드시는 거 아니에요?
0	지금 열한 시.
7	강남에서 해?
1	하긴 바지가 더 정확하겠지.
0	무슨 소리야? 끼어들긴 누가 끼어들어?
4	그래, 그럼 우리 지은이도 태권도 배워야겠다. 우리 지은이가 태권도 배우면 지훈이 그 녀석보다 훨씬 더 잘할 텐데.
2	내가 봤거든 그 때. 엄마랑 같이 대나무숲에 있었는데.       저쪽에서 뭔가 반짝거리는거야.
6	안돼. 오늘 내 최애 나오는 영화가 [한 남자]란 말이야.
4	문자 한 통씩 보냈는데 아직 답장 없어.
4	이제와서 고등학교 때 이야기를 꺼내면 무슨 소용이겠냐마는. 그래도, 난 가끔 자네 볼 때면 안타까워.
1	당연하지 이제 60대면, 옛날엔 노인이었어.
5	재원이? 우리랑 같은 중학교 나와서 한여울고등학교 다니는?
6	얘. 세수도 안 하는게 말이 되니? 내가 로션 빌려줄테니까 얼른 씻고 와.
7	네 아빠. 잘 했어요 무사히. 저번주에 돈 주셨잖아요.
5	이모도요?
5	이모. 이모는 이모부랑 왜 결혼했어?
1	우리 때는 기타 못 치면 바보였어.
1	우리 방탈출 해보자! 이거 엄청 재밌대.
5	어머. 그 연세에 어떻게 이름을 다 외우셔요.
1	지금 예진씨가 일한지 얼마나 됐죠?
3	진짜… 앞뒤가 잘 안 맞네요.
4	형, 나 돈 없는 거 알잖아.
1	네. 그거 있잖아요. 마지막에 이렇게 대형 맞춰서 탑 쌓는거.
6	아씨…엄마는 애한테 별걸 다 말해.
4	그럼. 돈 많이 준다는데 뭘 못해.  그래도, 그 돈으로 니네 아버지 다 먹이고 입히고 한 거지.
3	엄마 봐봐.
3	진짜… 이제부터 나한테 동생이라고 하지마.
3	쯧쯧쯧쯧. 공부는 할런가 몰라.
4	안돼. 이제…
2	진짜 씻겨 줘? 잔소리가 아니라 너가 너무 심각하니까 친구로서 걱정되니까 그런 거지. 뭐 우리 집 가서 좀 쉬다 올래?
0	"가져와봐.	 뭔데 그렇게 무서워."
2	어디 봐요! 얼마나 물어뜯기신 건데요!? 병원 가봐야 하는 거 아니에요?!
